year,month,day,time_hm,second,latitude,longitude,depth_km,magnitude,region
2025,12,8,00:02,25.6,39.61667,143.24167,12,1.1,三陸沖
2025,12,8,00:08,38.5,36.39833,141.60167,26,2.4,茨城県沖
2025,12,8,00:11,9.0,37.39167,141.72333,43,1.4,福島県沖
2025,12,8,00:12,30.8,28.21333,128.22333,118,1.5,奄美大島北西沖
2025,12,8,00:15,1.0,34.365,140.26333,70,2.1,房総半島南方沖
2025,12,8,00:15,56.6,36.625,139.55,7,0.2,栃木県南部
2025,12,8,00:20,30.8,38.975,141.725,61,0.8,宮城県沖
2025,12,8,00:21,53.4,34.87667,134.69167,13,0.8,兵庫県南西部
2025,12,8,00:22,9.5,33.90333,135.065,13,0.5,紀伊水道
2025,12,8,00:22,28.9,33.51833,135.22667,26,0.5,和歌山県南方沖
2025,12,8,00:23,40.1,39.455,143.42,13,1.4,三陸沖
2025,12,8,00:26,16.8,32.99167,131.125,10,0.2,熊本県阿蘇地方
2025,12,8,00:26,56.3,31.94,130.33,6,0.0,鹿児島県薩摩地方
2025,12,8,00:27,21.0,36.73167,138.16,1,0.2,長野県北部
2025,12,8,00:28,28.9,32.69,130.59167,11,0.4,熊本県熊本地方
2025,12,8,00:28,33.2,38.76667,141.335,75,0.3,宮城県北部
2025,12,8,00:29,14.3,38.77333,141.74167,52,0.5,宮城県沖
2025,12,8,00:29,19.1,36.62167,139.405,7,0.0,栃木県北部
2025,12,8,00:32,8.1,41.22167,141.29,9,0.0,青森県下北地方
2025,12,8,00:34,9.8,36.23833,137.58167,3,-,岐阜県飛騨地方
2025,12,8,00:35,34.5,36.63167,139.41167,7,0.4,栃木県北部
2025,12,8,00:38,41.9,37.84167,144.03,26,1.8,三陸沖
2025,12,8,00:39,26.3,24.92,123.375,30,1.5,与那国島近海
2025,12,8,00:44,35.7,32.69833,131.955,13,1.0,日向灘
2025,12,8,00:44,39.6,32.695,131.94667,14,0.7,日向灘
2025,12,8,00:45,1.6,25.95833,128.75833,33,2.8,沖縄本島近海
2025,12,8,00:49,5.4,33.08167,130.545,12,0.1,福岡県筑後地方
2025,12,8,00:54,57.5,33.605,135.505,11,0.0,和歌山県南部
2025,12,8,00:55,3.5,33.58333,135.485,13,-0.3,和歌山県南部
2025,12,8,01:01,14.3,33.32833,134.05333,16,0.5,土佐湾
2025,12,8,01:02,13.8,37.05333,140.68833,16,0.7,福島県浜通り
2025,12,8,01:02,45.6,32.365,141.76167,67,3.4,八丈島東方沖
2025,12,8,01:03,7.4,34.10167,136.88167,23,0.6,三重県南東沖
2025,12,8,01:05,29.4,36.90833,139.69667,5,0.2,栃木県北部
2025,12,8,01:05,49.3,29.315,129.445,8,1.2,トカラ列島近海
2025,12,8,01:05,49.8,34.34,140.315,69,1.8,房総半島南方沖
2025,12,8,01:06,21.9,34.50167,135.69167,10,0.2,奈良県
2025,12,8,01:07,35.6,37.52167,137.27,11,1.1,石川県能登地方
2025,12,8,01:08,1.5,42.66,143.43667,65,0.5,十勝地方南部
2025,12,8,01:11,11.8,37.135,142.225,18,1.5,福島県沖
2025,12,8,01:11,24.6,32.99,131.09833,9,0.8,熊本県阿蘇地方
2025,12,8,01:12,41.7,32.21667,130.435,10,0.0,熊本県天草・芦北地方
2025,12,8,01:12,52.6,42.47,142.93833,94,1.2,十勝地方南部
2025,12,8,01:13,8.5,39.57333,143.42333,11,1.6,三陸沖
2025,12,8,01:17,26.3,32.68833,130.6,13,-0.3,熊本県熊本地方
2025,12,8,01:17,45.7,35.44167,142.38333,24,2.4,関東東方沖
2025,12,8,01:23,12.6,36.575,139.34667,9,0.2,群馬県南部
2025,12,8,01:25,22.9,36.99333,139.53167,6,0.0,福島県会津
2025,12,8,01:31,50.7,34.05333,135.25667,8,-0.4,和歌山県北部
2025,12,8,01:33,0.8,33.80167,135.59667,42,-0.3,和歌山県南部
2025,12,8,01:35,51.6,28.05667,129.33167,26,1.2,奄美大島近海
2025,12,8,01:41,32.1,28.10667,128.67,67,0.8,トカラ列島近海
2025,12,8,01:45,56.2,36.235,141.88333,3,1.5,茨城県沖
2025,12,8,01:46,16.9,38.18,141.79833,51,1.0,宮城県沖
2025,12,8,01:48,0.9,34.87667,134.69,13,0.3,兵庫県南西部
2025,12,8,01:50,35.7,32.99833,131.095,10,0.2,熊本県阿蘇地方
2025,12,8,01:53,40.6,32.95333,131.075,7,0.2,熊本県阿蘇地方
