year,month,day,time_hm,second,latitude,longitude,depth_km,magnitude,region
2025,12,19,00:01,34.1,35.89833,137.67167,7,-0.6,長野県南部
2025,12,19,00:03,40.9,26.54333,127.92667,9,1.4,沖縄本島近海
2025,12,19,00:03,42.2,36.25667,137.665,5,0.0,長野県中部
2025,12,19,00:04,57.2,41.115,142.40333,42,0.9,青森県東方沖
2025,12,19,00:05,33.9,37.055,136.63833,8,0.7,石川県西方沖
2025,12,19,00:05,42.6,40.90667,142.91,18,-,青森県東方沖
2025,12,19,00:06,1.6,37.25,136.70667,5,0.2,能登半島沖
2025,12,19,00:06,23.6,37.29167,142.29333,12,1.1,福島県沖
2025,12,19,00:07,39.1,32.98833,131.1,5,-0.4,熊本県阿蘇地方
2025,12,19,00:07,42.3,35.39,138.75833,13,0.7,山梨県東部・富士五湖
2025,12,19,00:10,9.7,40.86667,143.035,14,1.3,青森県東方沖
2025,12,19,00:11,56.7,40.92833,143.07,14,1.1,青森県東方沖
2025,12,19,00:13,24.3,40.985,142.99333,17,1.2,青森県東方沖
2025,12,19,00:18,5.1,37.04333,139.35,7,0.2,福島県会津
2025,12,19,00:18,43.3,40.925,142.93167,14,1.3,青森県東方沖
2025,12,19,00:23,15.0,43.43333,145.31833,90,0.8,国後島付近
2025,12,19,00:23,36.0,33.01833,130.565,10,-0.1,熊本県熊本地方
2025,12,19,00:24,53.2,41.0,142.11167,54,1.1,青森県東方沖
2025,12,19,00:25,44.0,38.94333,144.68667,13,1.6,三陸沖
2025,12,19,00:27,19.7,32.03333,130.945,8,0.9,宮崎県南部山沿い
2025,12,19,00:27,39.5,37.055,136.63167,8,2.7,石川県西方沖
2025,12,19,00:28,42.9,39.05833,140.89833,9,0.4,岩手県内陸南部
2025,12,19,00:29,46.8,40.9,143.05833,14,1.4,青森県東方沖
2025,12,19,00:30,12.4,34.875,139.25667,12,0.5,伊豆半島東方沖
2025,12,19,00:30,56.6,34.875,139.255,11,1.8,伊豆半島東方沖
2025,12,19,00:31,4.1,37.15833,141.43667,6,2.4,福島県沖
2025,12,19,00:34,58.6,40.85667,143.00167,16,1.2,青森県東方沖
2025,12,19,00:34,59.7,27.60333,128.395,17,1.1,沖縄本島近海
2025,12,19,00:35,15.9,40.97833,143.06667,16,1.3,青森県東方沖
2025,12,19,00:36,13.2,34.06333,135.28167,8,0.2,和歌山県北部
2025,12,19,00:37,47.2,39.77167,143.39333,13,1.1,三陸沖
2025,12,19,00:43,0.4,33.7,140.60333,50,1.3,八丈島東方沖
2025,12,19,00:44,47.8,40.87333,143.005,5,1.7,青森県東方沖
2025,12,19,00:45,4.7,36.39167,141.00667,41,1.5,茨城県沖
2025,12,19,00:46,2.0,39.49667,140.43167,9,0.6,秋田県内陸南部
2025,12,19,00:47,38.3,37.04833,136.61833,10,0.3,石川県西方沖
2025,12,19,00:51,0.7,36.535,141.06167,37,0.8,茨城県沖
2025,12,19,00:53,11.7,29.27667,129.505,0,1.1,トカラ列島近海
2025,12,19,00:55,2.0,40.9,143.21833,16,1.1,青森県東方沖
2025,12,19,00:58,6.4,40.865,143.055,13,1.1,青森県東方沖
2025,12,19,00:58,42.0,29.59,129.61,9,-,トカラ列島近海
2025,12,19,01:02,8.0,32.38167,129.95667,12,0.4,天草灘
2025,12,19,01:02,32.6,40.25167,143.89167,22,1.3,三陸沖
2025,12,19,01:02,49.1,33.49667,135.905,26,0.5,和歌山県南方沖
